#bin	chrom	chromStart	chromEnd	name	score	sourceCount	sourceIds	sourceScores
935	chr7	45930439	45931382	CTCF	1000	166	12,33,36,37,45,47,51,54,57,76,86,101,102,111,113,119,130,142,153,172,187,192,193,194,202,213,228,235,246,247,253,257,260,269,272,275,276,284,290,292,296,298,316,330,339,350,355,357,358,361,379,382,386,406,410,415,418,422,431,452,462,464,469,474,478,493,494,515,521,523,534,540,546,569,574,580,584,604,622,624,630,634,642,643,644,649,651,662,716,723,730,731,733,736,743,745,757,760,780,783,793,804,813,814,815,817,818,826,827,829,834,838,839,860,864,891,894,906,922,931,937,940,944,955,966,976,977,979,981,1002,1006,1013,1041,1048,1061,1064,1065,1069,1073,1074,1076,1080,1088,1094,1109,1119,1137,1140,1148,1151,1155,1160,1166,1190,1193,1196,1200,1201,1203,1217,1224,1230,1231,1248,1251,1254	372,362,581,739,773,369,677,276,502,572,247,173,478,638,267,163,1000,954,616,403,861,573,549,461,979,590,1000,314,919,504,277,301,708,405,360,154,408,309,359,1000,563,517,738,464,354,892,995,694,825,1000,502,318,544,416,440,289,394,347,459,310,555,434,596,715,914,295,623,667,1000,304,243,1000,655,999,304,686,561,307,531,547,701,584,616,478,417,754,777,973,815,252,554,309,509,572,399,565,801,167,1000,899,918,775,636,374,829,267,238,730,387,601,292,858,391,438,239,275,1000,518,532,500,330,489,656,948,329,478,270,1000,233,979,288,167,754,326,298,935,296,304,373,785,403,244,1000,375,134,352,296,455,1000,1000,1000,181,999,917,1000,128,409,369,194,560,226,132,380,266,558,353
935	chr7	45930454	45931442	MAX	281	1	1111	281
935	chr7	45930590	45931456	ZBTB33	148	2	802,1030	148,142
935	chr7	45930644	45931140	RAD21	947	11	64,262,348,496,586,720,830,881,1019,1197,1212	207,523,805,806,686,678,602,611,923,282,947
935	chr7	45930647	45931150	SMC3	898	6	85,196,600,850,1095,1101	779,295,271,898,202,421
935	chr7	45930651	45931095	TRIM22	657	2	189,844	354,657
935	chr7	45930674	45931084	REST	98	1	293	98
935	chr7	45930699	45931063	RCOR1	422	1	216	422
935	chr7	45930699	45931283	YY1	63	1	69	63
935	chr7	45930710	45931090	PKNOX1	25	1	692	25
935	chr7	45930715	45931091	ARID3A	982	2	123,1232	909,982
935	chr7	45930734	45931032	ZNF143	353	2	685,1154	353,165
935	chr7	45930965	45931469	SP1	245	1	1183	245
935	chr7	45931005	45932300	JUND	582	3	94,510,744	554,272,582
935	chr7	45931046	45932763	POLR2G	497	1	305	497
935	chr7	45931062	45931386	EP300	71	1	676	71
935	chr7	45931113	45931533	ETV4	118	1	1102	118
935	chr7	45931163	45932033	REST	90	1	1172	90
935	chr7	45931171	45931581	HNF1A	247	1	1136	247
935	chr7	45931340	45931982	EGR1	252	1	595	252
935	chr7	45931390	45931830	SIN3A	528	1	852	528
935	chr7	45931397	45932706	POLR2A	551	1	635	551
935	chr7	45931455	45932096	NR2F6	298	1	490	298
935	chr7	45931538	45931978	HNF4A	200	1	92	200
935	chr7	45931597	45932061	RXRA	189	1	628	189
935	chr7	45931607	45932151	FOXA1	300	2	402,1092	128,300
935	chr7	45931663	45932093	ATF3	153	1	186	153
935	chr7	45931796	45932216	ETV4	284	1	1102	284
935	chr7	45931829	45932617	ZBTB33	384	2	802,1030	384,268
935	chr7	45931863	45932359	HNRNPL	217	1	725	217
935	chr7	45931868	45932555	MAX	486	2	446,1111	486,325
935	chr7	45932082	45932651	EGR1	286	2	595,686	198,286
935	chr7	45932093	45932597	SP1	288	1	1183	288
935	chr7	45932217	45932613	TCF12	105	1	603	105
935	chr7	45932226	45932699	FOSL2	162	1	571	162
935	chr7	45932278	45932728	SKI	493	1	599	493
935	chr7	45932280	45932570	REST	124	1	245	124
935	chr7	45932383	45932639	JUND	464	1	744	464
935	chr7	45932387	45932507	RBM22	768	1	631	768
935	chr7	45932761	45933506	MAX	163	1	1111	163
935	chr7	45932908	45933484	ARID3A	368	1	123	368
935	chr7	45932945	45933345	TBX3	226	1	1210	226
935	chr7	45932970	45933494	ATF3	254	2	186,1028	254,211
935	chr7	45932993	45933718	SP1	361	3	204,892,1183	361,281,236
935	chr7	45933005	45933389	MNT	151	1	414	151
935	chr7	45933015	45933385	TFAP4	430	1	805	430
935	chr7	45933018	45933502	REST	179	1	1233	179
935	chr7	45933018	45933252	CEBPB	350	2	214,1241	166,350
935	chr7	45933021	45934219	JUND	933	4	94,510,572,744	552,409,259,933
935	chr7	45933022	45933654	FOXA1	712	4	8,124,402,1092	712,321,514,543
935	chr7	45933033	45933437	EGR1	452	1	686	452
935	chr7	45933053	45933493	NR2F6	308	1	490	308
935	chr7	45933076	45933566	NR2F2	346	1	211	346
935	chr7	45933081	45933458	FOXA2	649	3	158,395,842	493,649,551
935	chr7	45933104	45933783	ZBTB33	189	1	1030	189
935	chr7	45933112	45933463	POLR2A	415	1	635	415
935	chr7	45933154	45933450	RXRA	305	2	949,962	305,261
935	chr7	45933189	45934755	POLR2G	944	1	305	944
935	chr7	45933251	45933611	TBL1XR1	378	1	110	378
935	chr7	45933301	45933408	GATA4	1000	1	141	1000
935	chr7	45933344	45933604	FOSL2	326	1	571	326
935	chr7	45933395	45933555	HNF4A	329	1	677	329
935	chr7	45933468	45933908	SIN3A	1000	1	852	1000
935	chr7	45933507	45933837	CTCF	160	1	971	160
935	chr7	45933582	45934450	AGO1	1000	1	547	1000
935	chr7	45933600	45933936	SOX6	594	1	421	594
935	chr7	45933620	45933729	GATA4	769	1	141	769
935	chr7	45933659	45933919	FOSL2	170	1	571	170
935	chr7	45933765	45934408	PTBP1	782	1	724	782
935	chr7	45933788	45934430	GATA4	521	1	141	521
935	chr7	45933918	45934382	RXRA	343	1	628	343
935	chr7	45933938	45934358	HNRNPH1	472	1	926	472
935	chr7	45933969	45934373	HNF4A	63	1	677	63
935	chr7	45934007	45934291	FOXA1	117	1	402	117
935	chr7	45934088	45934504	EGR1	150	1	595	150
935	chr7	45934154	45934791	YY1	390	2	69,617	390,267
935	chr7	45934545	45934782	JUND	410	1	510	410
935	chr7	45934740	45935130	CREB1	52	1	1229	52
935	chr7	45937026	45937346	JUND	232	1	567	232
935	chr7	45940643	45940899	MAFK	210	1	117	210
935	chr7	45942167	45943199	CTCF	473	33	45,153,198,228,247,292,298,358,382,431,546,569,649,716,723,733,743,757,793,826,839,891,931,976,979,1002,1006,1041,1064,1068,1088,1201,1217	96,182,311,99,183,76,162,85,233,192,473,110,150,93,136,278,456,180,168,118,100,140,157,82,160,45,135,125,220,195,63,70,209
935	chr7	45942411	45942861	RAD21	492	6	38,64,496,586,881,1197	222,180,492,228,172,335
935	chr7	45942573	45942853	FOXA1	148	1	8	148
935	chr7	45946736	45947180	RXRA	222	1	962	222
935	chr7	45949942	45950243	POLR2A	402	1	885	402
935	chr7	45950678	45951702	POLR2A	338	2	885,1246	338,127
935	chr7	45950950	45951210	FOSL2	159	1	571	159
935	chr7	45951013	45951238	CTCF	230	3	298,743,1068	223,230,134
935	chr7	45951018	45951242	RAD21	253	1	1197	253
935	chr7	45951035	45951275	USF1	154	1	1171	154
935	chr7	45954425	45954985	NRF1	165	3	114,385,1257	165,17,24
935	chr7	45954530	45954910	EGR1	366	2	855,1189	366,174
935	chr7	45954829	45954948	POLR2A	172	1	885	172
935	chr7	45955134	45955450	STAT3	265	1	367	265
935	chr7	45955244	45955535	CEBPB	747	2	921,1206	258,747
935	chr7	45956005	45956261	CTCF	69	1	730	69
935	chr7	45956784	45957248	POLR2A	210	1	885	210
935	chr7	45956811	45957612	REST	126	2	293,919	126,105
935	chr7	45956842	45957890	CTCF	1000	184	5,12,33,36,37,45,47,54,57,76,86,101,102,111,113,119,130,142,153,172,187,192,193,194,198,202,210,213,228,235,243,246,247,253,257,260,269,272,275,276,284,290,292,296,298,316,330,339,350,355,357,358,361,379,382,386,394,406,410,415,418,422,431,452,462,464,468,469,474,477,478,493,494,508,515,521,523,534,540,546,555,569,574,580,584,604,622,624,630,634,638,642,643,644,649,651,657,662,703,716,723,730,731,733,736,743,745,757,760,780,783,793,804,813,814,815,817,818,821,826,827,829,834,838,839,860,864,891,894,906,922,923,931,937,940,944,955,966,971,975,976,977,979,981,1002,1006,1013,1041,1048,1061,1064,1065,1068,1069,1073,1074,1076,1080,1088,1094,1109,1119,1137,1140,1141,1148,1151,1155,1160,1166,1190,1193,1196,1200,1201,1203,1217,1224,1230,1231,1237,1248,1251,1254	618,1000,1000,1000,1000,1000,849,676,594,1000,1000,819,1000,1000,1000,995,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,573,1000,1000,998,857,1000,1000,811,541,1000,950,1000,703,1000,793,1000,1000,1000,1000,1000,1000,958,1000,1000,1000,1000,1000,847,1000,998,1000,1000,673,989,710,910,1000,734,1000,949,972,1000,1000,768,1000,1000,737,468,1000,1000,1000,725,1000,1000,975,1000,690,1000,904,915,1000,1000,1000,1000,531,909,858,1000,1000,1000,317,1000,695,1000,1000,1000,1000,1000,1000,1000,906,1000,1000,1000,1000,1000,1000,920,1000,1000,977,1000,1000,1000,757,400,1000,1000,1000,1000,926,1000,1000,610,913,616,802,1000,1000,1000,1000,1000,658,817,1000,1000,1000,1000,1000,1000,911,1000,1000,535,1000,681,1000,853,985,1000,1000,900,1000,1000,594,808,1000,812,1000,1000,1000,1000,1000,1000,1000,1000,430,1000,1000,875,1000,378,832,1000,825,1000,1000,1000
935	chr7	45956936	45957886	EZH2	409	2	128,772	409,324
935	chr7	45957100	45957524	ZNF143	626	4	368,516,685,1154	339,58,626,334
935	chr7	45957110	45957641	RAD21	1000	12	38,64,262,348,496,586,720,830,881,1019,1197,1212	701,986,909,810,1000,1000,1000,1000,1000,1000,1000,1000
935	chr7	45957116	45957670	SMC3	1000	6	85,196,600,850,1095,1101	1000,844,1000,1000,863,741
935	chr7	45957120	45957836	SP1	154	1	1213	154
935	chr7	45957129	45957613	XRCC5	857	2	497,695	528,857
935	chr7	45957132	45957576	TRIM22	660	2	189,844	545,660
935	chr7	45957157	45957613	ZNF444	250	1	195	250
935	chr7	45957183	45957487	PAX5	403	2	29,541	350,403
935	chr7	45957190	45957534	YY1	271	1	146	271
935	chr7	45957252	45957622	POLR2A	115	1	378	115
935	chr7	45957264	45957628	RUNX3	162	1	1063	162
935	chr7	45957271	45957811	BCL3	378	1	748	378
935	chr7	45957343	45957653	NANOG	244	1	531	244
935	chr7	45957378	45957618	FOXA1	342	1	1026	342
935	chr7	45957880	45958344	POLR2A	251	1	885	251
935	chr7	45958273	45958593	EBF1	176	1	1020	176
935	chr7	45959389	45962205	EZH2	1000	8	128,409,742,772,836,1023,1226,1240	825,607,803,952,701,513,812,1000
935	chr7	45959745	45960961	CTCF	306	20	36,51,76,119,228,243,394,515,569,622,703,838,839,864,894,976,1006,1013,1068,1155	235,306,171,66,109,141,114,124,81,98,126,130,64,107,142,93,83,53,207,85
935	chr7	45960127	45960870	SIN3A	648	2	217,223	648,202
935	chr7	45960140	45961080	POLR2A	1000	20	328,376,378,440,443,476,552,570,635,681,773,774,823,885,899,913,1079,1178,1185,1246	133,1000,205,325,222,1000,436,49,275,115,552,56,269,1000,122,511,61,928,279,1000
935	chr7	45960151	45960555	ZEB1	537	1	489	537
935	chr7	45960159	45960569	CTBP1	286	1	56	286
935	chr7	45960170	45960686	EP300	264	1	625	264
935	chr7	45960253	45960853	ZFX	166	1	1216	166
935	chr7	45960268	45961144	TAF1	309	3	893,956,1086	309,234,138
935	chr7	45960284	45961204	MXI1	355	2	390,1211	275,355
935	chr7	45960292	45960897	IKZF1	441	1	884	441
935	chr7	45960315	45960964	SMC3	216	1	850	216
935	chr7	45960328	45960678	NRF1	169	3	140,759,1008	169,75,161
935	chr7	45960331	45960681	MTA1	158	1	1202	158
935	chr7	45960343	45961086	RBBP5	956	1	501	956
935	chr7	45960359	45960779	RNF2	539	1	336	539
935	chr7	45960375	45960725	YY1	190	1	896	190
935	chr7	45960407	45960734	MYC	502	2	184,1039	438,502
935	chr7	45960424	45960928	RAD21	66	1	348	66
935	chr7	45960467	45960811	BHLHE40	269	2	583,1034	269,157
935	chr7	45960487	45960743	USF2	256	1	259	256
935	chr7	45960506	45960746	USF1	218	1	75	218
935	chr7	45960516	45960728	DPF2	448	1	673	448
935	chr7	45960545	45960922	KDM4A	1000	1	401	1000
935	chr7	45960582	45960991	RBFOX2	241	1	231	241
935	chr7	45960606	45960926	BACH1	227	1	957	227
935	chr7	45960608	45960864	HDAC2	491	1	1169	491
935	chr7	45960614	45960780	HNRNPLL	158	1	849	158
935	chr7	45960643	45960866	PHF8	344	1	44	344
935	chr7	45960687	45960967	JUND	462	1	145	462
935	chr7	45960690	45961070	TBP	348	1	874	348
935	chr7	45961068	45961627	SUZ12	772	1	626	772
935	chr7	45961332	45961828	HDAC2	777	1	1040	777
935	chr7	45961362	45961926	TCF12	255	1	791	255
935	chr7	45961385	45962165	ASH2L	394	1	1116	394
935	chr7	45961463	45963614	CTCF	1000	185	5,12,33,36,37,45,47,51,54,57,76,86,101,102,111,113,119,130,142,153,172,187,192,193,194,198,202,210,213,228,235,243,246,247,253,257,260,269,272,275,276,284,290,292,296,298,316,330,339,350,355,357,358,361,379,382,386,394,406,410,415,418,422,431,452,462,464,468,469,474,477,478,493,494,515,521,523,534,540,546,555,569,574,580,584,604,622,624,630,634,638,642,643,644,649,651,657,662,703,716,723,730,731,733,736,743,745,757,760,780,783,793,804,813,814,815,817,818,821,826,827,829,834,838,839,860,864,891,894,906,922,923,931,937,938,940,944,955,966,971,975,976,977,979,981,1002,1006,1013,1041,1048,1061,1064,1065,1068,1069,1073,1074,1076,1080,1088,1094,1109,1119,1126,1137,1140,1141,1148,1151,1155,1160,1166,1190,1193,1196,1200,1201,1203,1217,1224,1230,1231,1248,1251,1254	523,810,1000,1000,1000,1000,798,1000,777,800,1000,1000,477,1000,1000,1000,742,1000,614,1000,969,1000,1000,570,1000,1000,1000,479,1000,1000,756,637,1000,1000,978,707,1000,775,778,602,1000,994,1000,1000,1000,1000,1000,924,925,1000,1000,1000,1000,1000,609,1000,738,1000,948,777,783,878,540,1000,620,998,989,845,1000,1000,725,1000,1000,616,1000,1000,946,448,1000,1000,1000,1000,555,1000,541,991,1000,1000,1000,1000,504,904,713,1000,1000,1000,817,1000,968,991,1000,1000,1000,1000,1000,1000,766,1000,948,1000,1000,1000,1000,846,694,1000,768,770,1000,1000,645,363,1000,966,1000,1000,554,1000,1000,781,898,626,770,1000,559,1000,1000,1000,380,961,361,1000,1000,1000,971,1000,1000,462,1000,759,534,1000,500,1000,750,1000,1000,1000,536,1000,1000,325,712,635,864,969,548,1000,1000,1000,807,1000,1000,1000,254,1000,1000,931,1000,443,670,1000,796,1000,1000
935	chr7	45961519	45961979	SIX5	144	1	149	144
935	chr7	45961543	45961947	FOSL2	176	1	810	176
935	chr7	45961635	45962255	SIN3A	420	1	217	420
935	chr7	45961636	45962076	GATA2	1000	2	266,873	1000,443
935	chr7	45961658	45962151	TRIM22	882	3	189,652,844	525,456,882
935	chr7	45961665	45962192	NR2F2	274	2	87,211	253,274
935	chr7	45961666	45962142	GATA3	297	2	89,95	297,184
935	chr7	45961675	45962770	YY1	268	3	14,69,896	217,109,268
935	chr7	45961705	45962215	SP1	334	1	1213	334
935	chr7	45961705	45962201	EP300	208	1	1243	208
935	chr7	45961718	45962889	KDM4A	656	1	401	656
935	chr7	45961720	45962218	RAD21	1000	12	38,64,262,348,496,586,720,830,881,1019,1197,1212	859,812,1000,771,1000,1000,1000,979,1000,1000,1000,1000
935	chr7	45961748	45962222	SMC3	1000	6	85,196,600,850,1095,1101	1000,961,482,713,189,1000
935	chr7	45961791	45962201	RB1	420	1	851	420
935	chr7	45961792	45962112	BACH1	406	1	957	406
935	chr7	45961801	45962300	ZNF143	301	2	368,685	301,263
935	chr7	45961801	45962085	SMARCA4	373	1	820	373
935	chr7	45961831	45962287	ZNF444	171	1	195	171
935	chr7	45961833	45962113	FOXA1	131	1	1163	131
935	chr7	45961837	45962093	HDAC2	853	1	1169	853
935	chr7	45961881	45962385	HNRNPK	442	1	889	442
935	chr7	45961902	45962156	IKZF1	339	2	884,1113	339,319
935	chr7	45962377	45962704	FOXA1	749	3	8,1026,1163	144,749,511
935	chr7	45962451	45962887	BMI1	207	1	878	207
935	chr7	45962652	45963132	TBX21	146	1	1234	146
935	chr7	45962724	45963493	TCF12	299	1	791	299
935	chr7	45962729	45963293	CHD1	702	1	658	702
935	chr7	45962737	45963247	SP1	394	1	1213	394
935	chr7	45962742	45963279	RAD21	1000	12	38,64,262,348,496,586,720,830,881,1019,1197,1212	1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
935	chr7	45962744	45963240	EP300	171	1	1243	171
935	chr7	45962745	45963229	XRCC5	613	1	695	613
935	chr7	45962748	45963188	CC2D1A	290	1	304	290
935	chr7	45962748	45963344	TCF7L2	446	1	118	446
935	chr7	45962752	45963236	ATF3	288	2	2,883	288,214
935	chr7	45962759	45963271	SMC3	1000	6	85,196,600,850,1095,1101	1000,618,1000,852,424,1000
935	chr7	45962770	45963220	TRIM22	876	3	189,652,844	812,876,680
935	chr7	45962782	45963162	ETS1	146	1	618	146
935	chr7	45962794	45963218	ZNF143	493	4	368,516,685,1154	325,40,493,270
935	chr7	45962814	45963224	RB1	561	1	851	561
935	chr7	45962819	45963183	RCOR1	449	1	216	449
935	chr7	45962823	45963179	YY1	240	2	146,896	222,240
935	chr7	45962827	45963223	MAX	218	1	916	218
935	chr7	45962879	45963155	MAFF	222	1	360	222
935	chr7	45962894	45963673	CHD7	648	1	796	648
935	chr7	45962905	45963117	REST	200	1	293	200
935	chr7	45962910	45963166	USF2	202	1	259	202
935	chr7	45962911	45963155	USF1	307	2	75,1171	286,307
935	chr7	45962925	45963301	GATA3	1000	2	89,95	1000,732
935	chr7	45962971	45963281	MAFK	331	1	1173	331
935	chr7	45963011	45963251	FOXA1	554	1	1026	554
935	chr7	45963053	45963188	GATA2	713	1	266	713
935	chr7	45963278	45963588	NANOG	546	1	531	546
935	chr7	45963715	45964119	GATA2	233	1	266	233
935	chr7	45963839	45964505	CTCF	291	26	51,76,102,111,198,247,292,358,478,515,622,703,716,733,821,826,839,931,955,1002,1041,1068,1074,1088,1140,1155	291,162,171,203,182,113,82,95,38,170,121,183,224,139,130,109,57,89,89,84,145,137,100,126,156,46
935	chr7	45963870	45964250	MAFK	379	2	283,915	361,379
935	chr7	45963877	45964257	MYC	952	2	696,929	952,571
935	chr7	45963893	45964313	JUND	1000	6	94,99,145,559,567,744	337,903,1000,147,678,404
935	chr7	45963904	45964234	TAF1	249	1	53	249
935	chr7	45963904	45964304	FOS	1000	6	6,438,684,888,993,1017	410,565,950,1000,949,852
935	chr7	45963928	45964204	MAFF	412	1	360	412
935	chr7	45963953	45964209	CEBPB	365	1	921	365
935	chr7	45963976	45964236	FOSL2	1000	2	571,810	472,1000
935	chr7	45963977	45964584	TCF12	981	1	791	981
935	chr7	45963993	45964273	FOXA1	332	1	1163	332
935	chr7	45964011	45964594	SP1	674	1	1213	674
935	chr7	45964018	45964254	RAD21	262	2	1019,1212	262,249
935	chr7	45964027	45964307	NR3C1	210	2	270,1139	210,133
935	chr7	45964048	45964298	SMC3	303	1	85	303
935	chr7	45965022	45965262	FOXA1	166	1	1026	166
935	chr7	45967285	45967765	SP1	136	1	892	136
935	chr7	45968220	45968604	MNT	131	1	414	131
935	chr7	45976321	45976701	ATF7	353	1	528	353
935	chr7	45976321	45976741	ATF2	788	3	225,470,615	133,788,58
935	chr7	45976937	45977222	CEBPB	453	5	214,609,921,1206,1241	244,141,232,437,453
935	chr7	45976941	45977211	SPI1	187	1	1192	187
935	chr7	45977443	45977779	ZBTB33	397	1	495	397
935	chr7	45977469	45977819	HDAC2	584	1	988	584
935	chr7	45977487	45977827	IKZF1	815	1	84	815
935	chr7	45977489	45977825	SOX6	1000	1	421	1000
935	chr7	45977495	45977811	ZNF282	564	1	1220	564
935	chr7	45977510	45977860	LCORL	328	1	387	328
935	chr7	45977528	45977868	NFRKB	323	1	755	323
935	chr7	45977530	45977894	ZNF24	144	1	958	144
935	chr7	45978274	45979297	CTCF	956	78	33,37,45,47,51,86,111,130,153,187,192,194,198,228,246,247,260,269,275,296,298,316,355,361,382,394,410,431,478,493,515,521,523,546,569,622,624,630,634,642,644,649,662,716,723,730,731,733,736,743,757,760,793,804,818,821,826,839,891,894,979,1002,1006,1041,1064,1068,1076,1088,1137,1140,1148,1155,1160,1166,1193,1200,1201,1217	129,136,130,132,260,175,96,386,151,112,200,245,440,237,614,213,190,66,107,96,814,175,290,358,683,192,156,120,69,272,81,478,149,657,229,165,64,377,89,141,109,110,52,206,428,265,259,469,133,669,106,104,494,836,144,202,105,105,610,210,155,49,243,249,476,760,116,137,231,111,369,207,956,287,121,138,213,191
935	chr7	45978426	45979314	U2AF1	311	1	24	311
935	chr7	45978456	45978940	XRCC5	555	1	695	555
935	chr7	45978568	45978812	RAD21	846	6	64,496,720,881,1197,1212	471,397,415,628,846,225
935	chr7	45978570	45978882	SMC3	629	2	196,1095	629,203
935	chr7	45979301	45979543	CTCF	91	2	298,1068	64,91
935	chr7	45979600	45980040	CC2D1A	224	1	304	224
935	chr7	45979636	45980066	ASH1L	143	1	800	143
935	chr7	45979712	45980092	MAFK	330	1	915	330
935	chr7	45979724	45980069	NFATC3	913	1	234	913
935	chr7	45979797	45980041	ZNF316	258	1	342	258
935	chr7	45979809	45980028	C11orf30	169	1	1133	169
935	chr7	45980024	45980380	GABPB1	49	1	1042	49
935	chr7	45980035	45980455	ETV6	284	1	1134	284
935	chr7	45983650	45983866	RAD21	116	1	1212	116
935	chr7	45983668	45983928	CTCF	46	1	469	46
935	chr7	45995604	45996570	CTCF	619	44	45,57,130,192,202,228,246,247,292,296,355,357,358,361,474,540,546,569,630,634,649,651,662,730,736,757,780,783,793,826,891,979,1002,1006,1041,1064,1088,1148,1151,1166,1193,1201,1217,1254	83,174,133,153,187,153,275,140,154,135,354,85,74,619,136,173,178,32,201,134,125,142,97,204,143,185,580,217,269,236,226,235,129,158,225,277,249,258,322,156,549,60,312,214
935	chr7	45995846	45996096	SMC3	125	1	85	125
935	chr7	45995865	45996088	RAD21	160	2	830,1212	121,160
935	chr7	46002621	46002936	CTCF	275	5	198,247,546,733,834	192,110,100,275,183
936	chr7	46006586	46006862	CTCF	91	1	546	91
936	chr7	46010812	46011192	MAFK	292	2	117,915	292,257
936	chr7	46012011	46012707	EHMT2	517	1	1209	517
936	chr7	46012085	46012609	CREM	235	1	424	235
936	chr7	46012086	46012574	KDM1A	1000	1	1146	1000
936	chr7	46012090	46012530	NR2F6	340	1	490	340
936	chr7	46012141	46012828	XRCC5	646	1	695	646
936	chr7	46012146	46012546	GATA4	422	1	141	422
936	chr7	46012147	46012823	RBM39	597	1	427	597
936	chr7	46012169	46012509	SP1	636	1	204	636
936	chr7	46012172	46012516	SOX13	411	1	690	411
936	chr7	46012184	46012540	TCF7	202	1	370	202
936	chr7	46012186	46012466	FOXA1	239	1	8	239
936	chr7	46012187	46012635	HDAC2	529	2	988,1083	529,415
936	chr7	46012194	46012490	RXRA	394	1	949	394
936	chr7	46012197	46012521	EP300	697	1	676	697
936	chr7	46012200	46012508	NCOR1	1000	1	417	1000
936	chr7	46012228	46012518	HNF4G	333	1	460	333
936	chr7	46012235	46012932	HNRNPL	561	1	725	561
936	chr7	46012243	46012464	HNF4A	1000	1	334	1000
936	chr7	46012295	46012441	ETV4	795	1	1102	795
936	chr7	46012605	46013391	RBFOX2	309	1	231	309
936	chr7	46012729	46013068	POLR2G	267	1	305	267
936	chr7	46013206	46013870	AGO2	161	1	912	161
936	chr7	46013332	46014132	ASH2L	354	1	132	354
936	chr7	46013393	46013813	POLR2A	157	1	773	157
936	chr7	46013418	46014194	HDAC1	931	1	254	931
936	chr7	46013447	46014221	ATF3	300	1	2	300
936	chr7	46013460	46014156	EHMT2	443	1	1209	443
936	chr7	46013493	46014017	CREM	674	1	424	674
936	chr7	46013494	46014218	KDM1A	1000	1	1146	1000
936	chr7	46013519	46013969	SKI	330	1	599	330
936	chr7	46013520	46014116	TCF7L2	315	1	118	315
936	chr7	46013521	46013921	TBX3	203	1	1210	203
936	chr7	46013522	46014072	NRF1	114	1	759	114
936	chr7	46013526	46013866	HDAC2	945	1	1083	945
936	chr7	46013540	46013981	FOXA2	1000	2	199,842	1000,1000
936	chr7	46013552	46013896	FOXA1	1000	4	8,402,661,1163	1000,1000,253,864
936	chr7	46013556	46014329	XRCC5	727	1	695	727
936	chr7	46013565	46014184	FOSL2	287	2	571,810	287,170
936	chr7	46013568	46013864	RXRA	1000	1	949	1000
936	chr7	46013575	46013865	HNF4G	378	1	460	378
936	chr7	46013584	46013874	REST	121	1	245	121
936	chr7	46013586	46014195	HNF1A	374	1	1136	374
936	chr7	46013586	46013962	ARID3A	630	1	123	630
936	chr7	46013592	46013932	FOXP1	384	1	104	384
936	chr7	46013595	46013815	ZBTB7A	535	1	1099	535
936	chr7	46013599	46013995	CCAR2	620	1	242	620
936	chr7	46013600	46013940	SP1	942	2	204,1213	942,687
936	chr7	46013605	46013981	EP300	1000	2	676,732	1000,655
936	chr7	46013608	46013978	TFAP4	513	1	805	513
936	chr7	46013627	46014254	NCOR1	1000	1	417	1000
936	chr7	46013629	46014029	GATA4	805	1	141	805
936	chr7	46013644	46013761	HNF4A	710	1	334	710
936	chr7	46013645	46013973	TCF12	1000	2	777,791	865,1000
936	chr7	46013661	46013974	CEBPB	286	2	214,1241	189,286
936	chr7	46013663	46013775	NR2F6	744	1	490	744
936	chr7	46013664	46014004	RFX5	145	1	623	145
936	chr7	46013665	46014485	CHD4	683	1	840	683
936	chr7	46013673	46013927	TCF7	1000	1	370	1000
936	chr7	46013679	46013931	ETV4	1000	1	1102	1000
936	chr7	46013697	46013977	JUND	423	1	145	423
936	chr7	46013706	46013825	SOX13	1000	1	690	1000
936	chr7	46013725	46014021	BHLHE40	278	1	461	278
936	chr7	46013739	46013905	HNRNPL	767	1	725	767
936	chr7	46013820	46014200	MAFK	179	1	915	179
936	chr7	46013825	46014181	POLR2G	178	1	305	178
936	chr7	46014085	46014585	CTCF	87	1	202	87
936	chr7	46014202	46014498	RXRA	471	1	949	471
936	chr7	46014258	46014439	POLR2G	292	1	305	292
936	chr7	46014520	46014804	SMARCA4	615	1	820	615
936	chr7	46014618	46015185	PRPF4	570	1	327	570
936	chr7	46015106	46015426	EBF1	137	1	1020	137
936	chr7	46017415	46018231	ZHX2	381	1	636	381
936	chr7	46017570	46018166	TCF7L2	512	1	118	512
936	chr7	46017573	46018266	REST	338	1	77	338
936	chr7	46017576	46017972	CTCF	66	2	624,1217	66,53
936	chr7	46017581	46017945	STAT1	409	1	925	409
936	chr7	46017610	46018443	CHD1	924	1	658	924
936	chr7	46017614	46018157	FOS	1000	6	6,438,684,888,993,1017	1000,1000,1000,1000,1000,1000
936	chr7	46017625	46018215	IKZF2	519	2	372,506	327,519
936	chr7	46017636	46018470	RELB	326	1	522	326
936	chr7	46017643	46018369	YY1	308	1	14	308
936	chr7	46017655	46018250	SP1	1000	2	892,1213	209,1000
936	chr7	46017661	46018105	TRIM22	398	1	844	398
936	chr7	46017662	46018287	JUND	1000	11	94,99,145,510,542,559,567,572,674,744,750	310,1000,1000,313,1000,1000,1000,875,652,422,608
936	chr7	46017665	46018252	RAD21	218	3	262,1019,1212	218,198,113
936	chr7	46017669	46018145	GATA3	667	2	89,95	667,181
936	chr7	46017673	46018163	ZNF217	205	1	1009	205
936	chr7	46017677	46018287	SIN3A	1000	4	217,223,869,1029	1000,577,1000,979
936	chr7	46017683	46018153	ZBTB33	666	1	337	666
936	chr7	46017684	46018328	TRIM28	629	1	768	629
